#time	step	pss	shared_dirty	private_dirty	heap_size	heap_alloc	heap_free	native_pss	native_shared_dirty	native_private_dirty	native_heap_size	native_heap_alloc	native_heap_free	dalvik_pss	dalvik_shared_dirty	dalvik_private_dirty	dalvik_heap_size	dalvik_heap_alloc	dalvik_heap_free
549853	430	45454		21304	20971	13619	7351	7823		7788	16384	11325	5058	3943		3708	4587	2294	2293
550860	431	45399		21308	21004	13635	7368	7823		7788	16384	11325	5058	3947		3712	4620	2310	2310
551874	431	45621		21304	20971	13618	7352	7823		7788	16384	11324	5059	3943		3708	4587	2294	2293
552888	431	45540		21300	20971	13612	7358	7823		7788	16384	11318	5065	3939		3704	4587	2294	2293
553889	432	45355		21316	20972	13603	7368	7823		7788	16384	11309	5074	3955		3720	4588	2294	2294
554900	432	45342		21300	20971	13586	7384	7823		7788	16384	11292	5091	3939		3704	4587	2294	2293
555902	432	45853		21300	20971	13587	7383	7823		7788	16384	11293	5090	3939		3704	4587	2294	2293
556905	433	45531		21008	20972	13587	7384	7551		7516	16384	11293	5090	3935		3700	4588	2294	2294
557906	433	45328		21024	20971	13587	7383	7555		7520	16384	11293	5090	3947		3712	4587	2294	2293
558910	434	45272		20732	20971	13588	7382	7347		7312	16384	11294	5089	3943		3708	4587	2294	2293
559912	435	45584		20728	21003	13604	7398	7343		7308	16384	11294	5089	3943		3708	4619	2310	2309
560917	436	45493		20744	20972	13588	7383	7343		7308	16384	11294	5089	3959		3724	4588	2294	2294
561921	437	45623		20728	20971	13588	7382	7343		7308	16384	11294	5089	3943		3708	4587	2294	2293
562922	438	45560		20720	20971	13588	7382	7343		7308	16384	11294	5089	3935		3700	4587	2294	2293
563925	439	45836		20696	20972	13588	7383	7315		7280	16384	11294	5089	3955		3720	4588	2294	2294
564929	440	45717		20684	20971	13588	7382	7315		7280	16384	11294	5089	3943		3708	4587	2294	2293
565945	441	45657		20684	20971	13588	7382	7315		7280	16384	11294	5089	3943		3708	4587	2294	2293
566948	442	45838		20696	20972	13588	7383	7315		7280	16384	11294	5089	3955		3720	4588	2294	2294
567962	443	45756		20560	20971	13588	7382	7199		7164	16384	11294	5089	3951		3716	4587	2294	2293
568963	444	45562		20552	20971	13588	7382	7199		7164	16384	11294	5089	3943		3708	4587	2294	2293
569979	445	45490		20564	20972	13588	7383	7199		7164	16384	11294	5089	3955		3720	4588	2294	2294
570995	445	45917		20560	20971	13588	7382	7199		7164	16384	11294	5089	3951		3716	4587	2294	2293
572000	446	45654		20560	20971	13588	7382	7199		7164	16384	11294	5089	3951		3716	4587	2294	2293
573001	447	45546		20580	20972	13588	7383	7199		7164	16384	11294	5089	3971		3736	4588	2294	2294
574016	448	45886		20400	20971	13588	7382	7063		7028	16384	11294	5089	3943		3708	4587	2294	2293
575021	449	45723		20404	20971	13588	7382	7063		7028	16384	11294	5089	3947		3712	4587	2294	2293
576024	450	45554		20140	20972	13588	7383	6783		6748	16384	11294	5089	3963		3728	4588	2294	2294
577030	451	45553		19804	20971	13588	7382	6463		6428	16384	11294	5089	3947		3712	4587	2294	2293
578031	452	45818		19796	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
579032	453	45672		19804	20972	13588	7383	6459		6424	16384	11294	5089	3951		3716	4588	2294	2294
580040	454	45644		19800	21003	13604	7398	6459		6424	16384	11294	5089	3947		3712	4619	2310	2309
581045	455	45930		19804	20971	13588	7382	6459		6424	16384	11294	5089	3951		3716	4587	2294	2293
582046	456	45788		19800	20972	13588	7383	6459		6424	16384	11294	5089	3947		3712	4588	2294	2294
583049	457	45649		19800	20971	13588	7382	6459		6424	16384	11294	5089	3947		3712	4587	2294	2293
584054	458	45592		19772	20971	13588	7382	6459		6424	16384	11294	5089	3939		3704	4587	2294	2293
585068	459	45569		19776	21003	13604	7398	6459		6424	16384	11294	5089	3943		3708	4619	2310	2309
586084	460	45459		19796	20972	13588	7383	6459		6424	16384	11294	5089	3963		3728	4588	2294	2294
587090	461	45385		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
588103	462	45708		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
589111	463	45584		19792	20972	13588	7383	6459		6424	16384	11294	5089	3959		3724	4588	2294	2294
590116	464	45373		19772	20971	13588	7382	6459		6424	16384	11294	5089	3939		3704	4587	2294	2293
591119	465	45369		19772	20971	13588	7382	6459		6424	16384	11294	5089	3939		3704	4587	2294	2293
592124	466	45538		19788	20972	13587	7384	6459		6424	16384	11293	5090	3955		3720	4588	2294	2294
593131	467	45529		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
594137	468	45271		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
595154	469	45286		19792	20972	13587	7384	6459		6424	16384	11293	5090	3959		3724	4588	2294	2294
596167	470	45562		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
597181	471	45479		19776	20971	13588	7382	6459		6424	16384	11294	5089	3943		3708	4587	2294	2293
598187	472	45333		19792	20972	13587	7384	6459		6424	16384	11293	5090	3959		3724	4588	2294	2294
599205	473	45795		19780	20971	13579	7391	6459		6424	16384	11285	5098	3947		3712	4587	2294	2293
600221	474	45688		19764	20971	13563	7407	6455		6420	16384	11269	5114	3935		3700	4587	2294	2293
601235	475	45528		19784	20972	13579	7392	6455		6420	16384	11269	5114	3955		3720	4588	2310	2278
602250	476	45506		19772	20971	13563	7407	6455		6420	16384	11269	5114	3943		3708	4587	2294	2293
603250	477	45793		19772	20971	13563	7407	6455		6420	16384	11269	5114	3943		3708	4587	2294	2293
604265	478	45704		19784	20972	13563	7408	6455		6420	16384	11269	5114	3955		3720	4588	2294	2294
605269	479	45600		19776	20971	13564	7406	6455		6420	16384	11270	5113	3947		3712	4587	2294	2293
606284	480	45786		19768	20971	13564	7406	6455		6420	16384	11270	5113	3939		3704	4587	2294	2293
607291	481	45807		19788	20972	13563	7408	6459		6424	16384	11269	5114	3955		3720	4588	2294	2294
608305	482	45612		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
609320	483	45613		19776	21003	13580	7422	6459		6424	16384	11270	5113	3943		3708	4619	2310	2309
610320	484	45815		19796	20972	13564	7407	6459		6424	16384	11270	5113	3963		3728	4588	2294	2294
611334	484	45695		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
612339	485	45633		19772	20971	13564	7406	6459		6424	16384	11270	5113	3939		3704	4587	2294	2293
613346	486	45809		19788	20972	13564	7407	6459		6424	16384	11270	5113	3955		3720	4588	2294	2294
614355	487	45768		19772	21003	13580	7422	6459		6424	16384	11270	5113	3939		3704	4619	2310	2309
615357	488	45610		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
616363	489	45602		19784	20972	13565	7406	6459		6424	16384	11271	5112	3951		3716	4588	2294	2294
617368	490	45889		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
618382	491	45652		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
619384	492	45640		19792	20972	13564	7407	6459		6424	16384	11270	5113	3959		3724	4588	2294	2294
620395	493	45918		19780	20971	13580	7390	6459		6424	16384	11270	5113	3947		3712	4587	2310	2277
621411	494	45786		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
622415	495	45624		19792	20972	13564	7407	6459		6424	16384	11270	5113	3959		3724	4588	2294	2294
623418	496	45906		19772	20971	13564	7406	6459		6424	16384	11270	5113	3939		3704	4587	2294	2293
624431	497	45886		19772	20971	13564	7406	6459		6424	16384	11270	5113	3939		3704	4587	2294	2293
625447	498	45646		19788	20972	13563	7408	6459		6424	16384	11269	5114	3955		3720	4588	2294	2294
626462	499	45624		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
627474	500	45907		19768	20971	13564	7406	6459		6424	16384	11270	5113	3935		3700	4587	2294	2293
628476	501	45787		19784	20972	13563	7408	6459		6424	16384	11269	5114	3951		3716	4588	2294	2294
629478	502	45695		19772	20971	13564	7406	6459		6424	16384	11270	5113	3939		3704	4587	2294	2293
630483	503	45918		19776	20971	13564	7406	6459		6424	16384	11270	5113	3943		3708	4587	2294	2293
631497	504	45802		19788	20972	13564	7407	6459		6424	16384	11270	5113	3955		3720	4588	2294	2294
632510	505	45666		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
633517	506	45614		19768	20971	13564	7406	6459		6424	16384	11270	5113	3935		3700	4587	2294	2293
634532	507	45580		19796	20972	13564	7407	6459		6424	16384	11270	5113	3963		3728	4588	2294	2294
635537	508	45420		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
636540	509	45321		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
637544	510	45557		19780	20972	13564	7407	6459		6424	16384	11270	5113	3947		3712	4588	2294	2294
638547	511	45489		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
639549	512	45302		19784	20971	13564	7406	6459		6424	16384	11270	5113	3951		3716	4587	2294	2293
640553	513	45264		19780	20971	13564	7406	6459		6424	16384	11270	5113	3947		3712	4587	2294	2293
641559	514	45540		19796	20972	13564	7407	6459		6424	16384	11270	5113	3963		3728	4588	2294	2294
642575	515	45429		19784	20971	13564	7406	6459		6424	16384	11270	5113	3951		3716	4587	2294	2293
643576	516	45316		19784	20971	13564	7406	6459		6424	16384	11270	5113	3951		3716	4587	2294	2293
644578	517	45575		19784	20972	13565	7406	6459		6424	16384	11271	5112	3951		3716	4588	2294	2294
645580	518	45477		19776	20971	13566	7404	6459		6424	16384	11272	5111	3943		3708	4587	2294	2293
646582	519	45316		19784	20971	13565	7405	6459		6424	16384	11271	5112	3951		3716	4587	2294	2293
647589	520	45526		19796	20972	13565	7406	6459		6424	16384	11271	5112	3963		3728	4588	2294	2294
648592	521	45537		19788	20971	13565	7405	6459		6424	16384	11271	5112	3955		3720	4587	2294	2293
649599	522	45656		19792	20971	13565	7405	6459		6424	16384	11271	5112	3959		3724	4587	2294	2293
650613	523	45550		19792	20972	13565	7406	6459		6424	16384	11271	5112	3959		3724	4588	2294	2294
651617	524	45798		19780	20971	13565	7405	6459		6424	16384	11271	5112	3947		3712	4587	2294	2293
652620	524	45715		19780	20971	13565	7405	6459		6424	16384	11271	5112	3947		3712	4587	2294	2293
653620	525	45647		19796	20972	13565	7406	6459		6424	16384	11271	5112	3963		3728	4588	2294	2294
654631	527	45792		19780	20971	13565	7405	6459		6424	16384	11271	5112	3947		3712	4587	2294	2293
655632	528	45790		19772	20971	13563	7407	6459		6424	16384	11269	5114	3939		3704	4587	2294	2293
656636	528	45575		19788	20972	13565	7406	6459		6424	16384	11271	5112	3955		3720	4588	2294	2294
657639	529	45533		19776	20971	13565	7405	6459		6424	16384	11271	5112	3943		3708	4587	2294	2293
658643	531	45532		19776	20971	13563	7407	6459		6424	16384	11269	5114	3943		3708	4587	2294	2293
659649	532	45809		19792	21004	13581	7422	6459		6424	16384	11271	5112	3959		3724	4620	2310	2310
660664	533	45715		19780	20971	13565	7405	6455		6420	16384	11271	5112	3951		3716	4587	2294	2293
661678	533	45590		19776	20971	13563	7407	6455		6420	16384	11269	5114	3947		3712	4587	2294	2293
662685	534	45593		19788	21004	13581	7422	6455		6420	16384	11271	5112	3959		3724	4620	2310	2310
663700	535	45872		19780	20971	13566	7404	6455		6420	16384	11272	5111	3951		3716	4587	2294	2293
664703	536	45738		19776	20971	13581	7389	6455		6420	16384	11271	5112	3947		3712	4587	2310	2277
665703	537	45557		19788	20972	13566	7405	6455		6420	16384	11272	5111	3959		3724	4588	2294	2294
666713	538	45872		19780	20971	13566	7404	6455		6420	16384	11272	5111	3951		3716	4587	2294	2293
667721	539	45672		19768	20971	13565	7405	6455		6420	16384	11271	5112	3939		3704	4587	2294	2293
668725	540	45508		19784	20972	13566	7405	6455		6420	16384	11272	5111	3955		3720	4588	2294	2294
669733	541	45511		19772	20971	13566	7404	6455		6420	16384	11272	5111	3943		3708	4587	2294	2293
670746	542	45779		19784	20971	13549	7421	6455		6420	16384	11255	5128	3955		3720	4587	2294	2293
671764	543	45683		19792	20972	13550	7421	6455		6420	16384	11256	5127	3963		3728	4588	2294	2294
672775	544	45517		19768	20971	13550	7420	6455		6420	16384	11256	5127	3939		3704	4587	2294	2293
673779	545	45537		19772	20971	13549	7421	6455		6420	16384	11255	5128	3943		3708	4587	2294	2293
674784	546	45878		19792	20972	13550	7421	6455		6420	16384	11256	5127	3963		3728	4588	2294	2294
675786	547	45726		19776	20971	13550	7420	6455		6420	16384	11256	5127	3947		3712	4587	2294	2293
676789	548	45589		19776	20971	13550	7420	6455		6420	16384	11256	5127	3947		3712	4587	2294	2293
677796	549	45561		19776	20972	13550	7421	6455		6420	16384	11256	5127	3947		3712	4588	2294	2294
678801	550	45862		19776	20971	13549	7421	6455		6420	16384	11255	5128	3947		3712	4587	2294	2293
679804	551	45454		19772	20971	13547	7423	6455		6420	16384	11253	5130	3943		3708	4587	2294	2293
680808	552	45335		19780	20972	13545	7426	6455		6420	16384	11251	5132	3951		3716	4588	2294	2294
681811	553	45517		19776	20971	13545	7425	6455		6420	16384	11251	5132	3947		3712	4587	2294	2293
682827	554	45423		19776	20971	13543	7427	6455		6420	16384	11249	5134	3947		3712	4587	2294	2293
683828	555	45612		19780	20972	13545	7426	6455		6420	16384	11251	5132	3951		3716	4588	2294	2294
684833	556	45287		19776	20971	13545	7425	6455		6420	16384	11251	5132	3947		3712	4587	2294	2293
685835	557	45501		19776	20971	13543	7427	6455		6420	16384	11249	5134	3947		3712	4587	2294	2293
686842	558	45257		19776	20971	13545	7425	6455		6420	16384	11251	5132	3947		3712	4587	2294	2293
687856	559	45293		19788	20972	13530	7441	6455		6420	16384	11236	5147	3959		3724	4588	2294	2294
688859	560	45463		19776	20971	13483	7487	6455		6420	16384	11189	5194	3947		3712	4587	2294	2293
689876	561	45531		19768	21003	13443	7559	6455		6420	16384	11133	5250	3939		3704	4619	2310	2309
690877	562	45520		19792	20972	13429	7542	6455		6420	16384	11135	5248	3963		3728	4588	2294	2294
691891	563	45728		19776	20971	13427	7543	6455		6420	16384	11133	5250	3947		3712	4587	2294	2293
692901	564	45733		19776	20971	13427	7543	6455		6420	16384	11133	5250	3947		3712	4587	2294	2293
693917	565	45514		19792	20972	13429	7542	6455		6420	16384	11135	5248	3963		3728	4588	2294	2294
694919	566	45502		19776	20971	13427	7543	6455		6420	16384	11133	5250	3947		3712	4587	2294	2293
695932	567	45732		19776	20971	13427	7543	6455		6420	16384	11133	5250	3947		3712	4587	2294	2293
696934	568	45642		19788	20972	13429	7542	6455		6420	16384	11135	5248	3959		3724	4588	2294	2294
697936	569	45523		19776	20971	13424	7546	6455		6420	16384	11130	5253	3947		3712	4587	2294	2293
698949	570	45504		19776	20971	13420	7550	6455		6420	16384	11126	5257	3947		3712	4587	2294	2293
699955	571	45660		19788	20972	13413	7558	6455		6420	16384	11119	5264	3959		3724	4588	2294	2294
700969	572	45575		19780	20971	13395	7575	6455		6420	16384	11101	5282	3951		3716	4587	2294	2293
701970	573	45518		19776	20971	13395	7575	6455		6420	16384	11101	5282	3947		3712	4587	2294	2293
702974	574	45739		19784	20972	13397	7574	6455		6420	16384	11103	5280	3955		3720	4588	2294	2294
703980	575	45626		19784	20971	13395	7575	6459		6424	16384	11101	5282	3951		3716	4587	2294	2293
704981	576	45568		19784	20971	13395	7575	6459		6424	16384	11101	5282	3951		3716	4587	2294	2293
705993	577	45742		19792	20972	13395	7576	6459		6424	16384	11101	5282	3959		3724	4588	2294	2294
706998	578	45665		19788	20971	13394	7576	6459		6424	16384	11100	5283	3955		3720	4587	2294	2293
708005	579	45490		19780	20971	13394	7576	6459		6424	16384	11100	5283	3947		3712	4587	2294	2293
709004	580	45458		19780	20971	13395	7575	6459		6424	16384	11101	5282	3947		3712	4587	2294	2293
710009	581	45745		19796	20972	13395	7576	6459		6424	16384	11101	5282	3963		3728	4588	2294	2294
711016	582	45597		19784	20971	13394	7576	6459		6424	16384	11100	5283	3951		3716	4587	2294	2293
712029	583	45510		19784	20971	13395	7575	6459		6424	16384	11101	5282	3951		3716	4587	2294	2293
713041	584	45670		19792	20972	13395	7576	6459		6424	16384	11101	5282	3959		3724	4588	2294	2294
714046	584	45632		19780	20971	13394	7576	6459		6424	16384	11100	5283	3947		3712	4587	2294	2293
715051	585	45532		19788	20971	13395	7575	6458		6424	16384	11101	5282	3955		3720	4587	2294	2293
716057	586	45166		19800	20972	13395	7576	6458		6424	16384	11101	5282	3967		3732	4588	2294	2294
717073	586	45706		19796	20972	13394	7577	6462		6428	16384	11100	5283	3957		3724	4588	2294	2294
718075	587	45409		19788	20972	13396	7575	6458		6424	16384	11102	5281	3953		3720	4588	2294	2294
719083	588	45406		19780	20972	13395	7576	6459		6424	16384	11101	5282	3948		3712	4588	2294	2294
720085	589	45401		19792	20972	13410	7561	6459		6424	16384	11100	5283	3960		3724	4588	2310	2278
721100	590	45597		19780	20972	13396	7575	6459		6424	16384	11102	5281	3948		3712	4588	2294	2294
722104	591	45512		19780	20972	13395	7576	6458		6424	16384	11101	5282	3947		3712	4588	2294	2294
723123	592	45333		19792	20972	13394	7577	6458		6424	16384	11100	5283	3959		3724	4588	2294	2294
724127	593	45477		19784	20972	13395	7576	6458		6424	16384	11101	5282	3949		3716	4588	2294	2294
725135	594	45572		19780	20972	13395	7576	6458		6424	16384	11101	5282	3944		3712	4588	2294	2294
726143	594	45720		19780	20972	13394	7577	6458		6424	16384	11100	5283	3945		3712	4588	2294	2294
727148	595	45586		19784	20972	13395	7576	6458		6424	16384	11101	5282	3950		3716	4588	2294	2294
728151	596	45585		19788	20972	13395	7576	6458		6424	16384	11101	5282	3953		3720	4588	2294	2294
729153	597	45761		19784	20972	13394	7577	6458		6424	16384	11100	5283	3949		3716	4588	2294	2294
730170	597	45776		19776	20972	13395	7576	6454		6420	16384	11101	5282	3950		3712	4588	2294	2294
731173	598	45830		19776	20972	13396	7576	6454		6420	16384	11102	5282	3947		3712	4588	2294	2294
732175	598	45401		19776	20972	13396	7576	6454		6420	16384	11102	5282	3949		3712	4588	2294	2294
733177	599	45408		19776	20972	13394	7577	6454		6420	16384	11100	5283	3949		3712	4588	2294	2294
734192	600	45388		19788	20972	13396	7576	6454		6420	16384	11102	5282	3961		3724	4588	2294	2294
735208	601	45582		19776	20972	13396	7576	6454		6420	16384	11102	5282	3949		3712	4588	2294	2294
736223	601	45451		19776	20972	13394	7577	6454		6420	16384	11100	5283	3949		3712	4588	2294	2294
737227	602	45575		19784	20972	13396	7575	6454		6420	16384	11102	5281	3957		3720	4588	2294	2294
738241	603	45507		19780	20972	13396	7575	6454		6420	16384	11102	5281	3953		3716	4588	2294	2294
739243	604	45296		19800	20972	13397	7574	6454		6420	16384	11103	5280	3973		3736	4588	2294	2294
740242	605	45314		19784	20972	13396	7575	6454		6420	16384	11102	5281	3957		3720	4588	2294	2294
741246	606	45548		19780	20972	13412	7559	6454		6420	16384	11102	5281	3953		3716	4588	2310	2278
742255	607	45689		19780	20972	13412	7559	6454		6420	16384	11102	5281	3953		3716	4588	2310	2278
743257	607	45567		19792	20972	13396	7575	6454		6420	16384	11102	5281	3965		3728	4588	2294	2294
744260	608	45610		19784	20972	13396	7575	6454		6420	16384	11102	5281	3957		3720	4588	2294	2294
745263	609	45534		19784	20972	13396	7575	6454		6420	16384	11102	5281	3957		3720	4588	2294	2294
746267	610	45494		19784	20972	13395	7577	6454		6420	16384	11101	5283	3957		3720	4588	2294	2294
747268	611	45416		19792	20972	13396	7575	6454		6420	16384	11102	5281	3965		3728	4588	2294	2294
748271	612	45263		19780	20972	13396	7575	6454		6420	16384	11102	5281	3953		3716	4588	2294	2294
749277	613	45566		19780	20972	13394	7577	6454		6420	16384	11100	5283	3953		3716	4588	2294	2294
750292	614	45704		19792	20972	13412	7559	6454		6420	16384	11102	5281	3965		3728	4588	2310	2278
751297	614	45614		19780	20972	13396	7575	6455		6420	16384	11102	5281	3953		3716	4588	2294	2294
752307	615	45689		19780	20972	13410	7561	6455		6420	16384	11100	5283	3953		3716	4588	2310	2278
753308	616	45685		19780	20972	13395	7576	6455		6420	16384	11101	5282	3954		3716	4588	2294	2294
754323	617	45611		19780	20972	13396	7575	6455		6420	16384	11102	5281	3954		3716	4588	2294	2294
755338	618	45481		19780	20972	13394	7577	6455		6420	16384	11100	5283	3954		3716	4588	2294	2294
756343	619	45476		19784	20972	13396	7575	6455		6420	16384	11102	5281	3958		3720	4588	2294	2294
757349	620	45461		19780	20972	13396	7575	6455		6420	16384	11102	5281	3954		3716	4588	2294	2294
758363	621	46021		19792	20972	13396	7575	6455		6420	16384	11102	5281	3967		3728	4588	2294	2294
759380	622	45876		19780	20972	13396	7575	6455		6420	16384	11102	5281	3955		3716	4588	2294	2294
760385	623	45797		19780	20972	13396	7575	6455		6420	16384	11102	5281	3954		3716	4588	2294	2294
761398	624	45968		19792	20972	13396	7575	6455		6420	16384	11102	5281	3966		3728	4588	2294	2294
762407	625	45960		19780	20972	13396	7575	6455		6420	16384	11102	5281	3954		3716	4588	2294	2294
763420	626	45727		19780	20972	13396	7575	6455		6420	16384	11102	5281	3954		3716	4588	2294	2294
764424	627	46005		19792	20972	13396	7575	6455		6420	16384	11102	5281	3966		3728	4588	2294	2294
765438	628	46200		19784	20972	13396	7575	6455		6420	16384	11102	5281	3958		3720	4588	2294	2294
766443	629	46066		19784	20972	13396	7575	6454		6420	16384	11102	5281	3958		3720	4588	2294	2294
767457	630	45962		19796	20972	13396	7575	6454		6420	16384	11102	5281	3970		3732	4588	2294	2294
768472	630	46025		19784	20972	13396	7575	6454		6420	16384	11102	5281	3958		3720	4588	2294	2294
769485	631	46031		19784	20972	13396	7575	6454		6420	16384	11102	5281	3958		3720	4588	2294	2294
770501	632	46073		19780	20972	13396	7575	6455		6420	16384	11102	5281	3957		3716	4588	2294	2294
771531	633	46068		19780	20972	13396	7575	6455		6420	16384	11102	5281	3957		3716	4588	2294	2294
772532	634	46354		19780	20972	13396	7575	6455		6420	16384	11102	5281	3957		3716	4588	2294	2294
773546	635	45984		19784	20972	13396	7575	6455		6420	16384	11102	5281	3961		3720	4588	2294	2294
774561	636	45741		19776	20972	13396	7575	6455		6420	16384	11102	5281	3953		3712	4588	2294	2294
775563	637	45942		19780	20972	13396	7575	6455		6420	16384	11102	5281	3957		3716	4588	2294	2294
776566	638	45922		19780	20972	13396	7575	6455		6420	16384	11102	5281	3957		3716	4588	2294	2294
777580	639	45634		19784	20972	13396	7575	6455		6420	16384	11102	5281	3961		3720	4588	2294	2294
778581	640	45594		19784	20972	13396	7575	6455		6420	16384	11102	5281	3961		3720	4588	2294	2294
779589	641	46219		19792	20972	13397	7574	6455		6420	16384	11103	5280	3969		3728	4588	2294	2294
780602	642	45966		19792	20972	13396	7575	6454		6420	16384	11102	5281	3967		3728	4588	2294	2294
781607	643	45957		19780	20972	13396	7575	6454		6420	16384	11102	5281	3955		3716	4588	2294	2294
782611	644	46260		19780	20972	13397	7574	6450		6416	16384	11103	5280	3959		3720	4588	2294	2294
783615	644	46357		19788	20972	13396	7575	6450		6416	16384	11102	5281	3965		3728	4588	2294	2294
784619	645	45860		19780	20972	13396	7575	6451		6416	16384	11102	5281	3955		3720	4588	2294	2294
785637	646	46261		19772	20972	13397	7574	6451		6416	16384	11103	5280	3951		3712	4588	2294	2294
786643	646	46480		19780	20972	13395	7576	6452		6416	16384	11101	5282	3960		3720	4588	2294	2294
787657	647	46724		19776	20972	13395	7576	6452		6416	16384	11101	5282	3956		3716	4588	2294	2294
788661	648	46611		19788	20972	13397	7574	6452		6416	16384	11103	5280	3967		3728	4588	2294	2294
789664	648	46502		19776	20972	13395	7576	6452		6416	16384	11101	5282	3955		3716	4588	2294	2294
790672	649	46419		19780	20972	13395	7576	6452		6416	16384	11101	5282	3959		3720	4588	2294	2294
791687	649	46505		19776	20972	13395	7576	6452		6416	16384	11101	5282	3955		3716	4588	2294	2294
792702	650	46868		19788	20972	13396	7575	6452		6416	16384	11102	5281	3967		3728	4588	2294	2294
793705	651	46419		19776	20972	13395	7576	6452		6416	16384	11101	5282	3955		3716	4588	2294	2294
794710	652	46222		19776	20972	13395	7576	6452		6416	16384	11101	5282	3955		3716	4588	2294	2294
795711	653	46453		19788	20972	13396	7575	6452		6416	16384	11102	5281	3967		3728	4588	2294	2294
796727	654	46705		19776	20972	13395	7576	6452		6416	16384	11101	5282	3955		3716	4588	2294	2294
797743	655	46626		19788	20972	13395	7576	6452		6416	16384	11101	5282	3967		3728	4588	2294	2294
798746	656	46433		19800	20972	13412	7559	6452		6416	16384	11102	5281	3979		3740	4588	2310	2278
799760	657	46387		19784	20972	13397	7574	6452		6416	16384	11103	5280	3963		3724	4588	2294	2294
800764	657	46726		19784	20972	13397	7574	6452		6416	16384	11103	5280	3963		3724	4588	2294	2294
801767	658	46473		19796	20972	13396	7575	6451		6416	16384	11102	5281	3974		3736	4588	2294	2294
802778	659	46110		19784	20972	13397	7574	6451		6416	16384	11103	5280	3962		3724	4588	2294	2294
803783	660	46360		19776	20972	13397	7574	6451		6416	16384	11103	5280	3952		3716	4588	2294	2294
804785	661	46535		19776	20972	13396	7575	6451		6416	16384	11102	5281	3952		3716	4588	2294	2294
805795	662	46435		19792	20972	13395	7576	6451		6416	16384	11101	5282	3968		3732	4588	2294	2294
806799	663	46624		19780	20972	13395	7576	6451		6416	16384	11101	5282	3956		3720	4588	2294	2294
807808	663	46427		19780	20972	13395	7576	6451		6416	16384	11101	5282	3956		3720	4588	2294	2294
808824	664	46325		19788	20972	13395	7576	6451		6416	16384	11101	5282	3964		3728	4588	2294	2294
809825	665	46300		19784	20972	13395	7576	6451		6416	16384	11101	5282	3960		3724	4588	2294	2294
810828	666	46559		19784	20972	13395	7576	6451		6416	16384	11101	5282	3960		3724	4588	2294	2294
811829	667	46428		19796	20972	13394	7577	6451		6416	16384	11100	5283	3972		3736	4588	2294	2294
812845	668	46022		19788	21004	13412	7591	6451		6416	16384	11102	5281	3964		3728	4620	2310	2310
813856	669	46044		19776	20972	13397	7574	6451		6416	16384	11103	5280	3952		3716	4588	2294	2294
814857	670	46554		19788	20972	13395	7576	6451		6416	16384	11101	5282	3964		3728	4588	2294	2294
815874	671	46399		19776	20972	13396	7575	6451		6416	16384	11102	5281	3952		3716	4588	2294	2294
816876	672	46221		19780	20972	13397	7574	6451		6416	16384	11103	5280	3956		3720	4588	2294	2294
817880	673	46222		19792	20972	13395	7576	6451		6416	16384	11101	5282	3968		3732	4588	2294	2294
818883	674	46469		19740	20972	13396	7575	6427		6392	16384	11102	5281	3938		3704	4588	2294	2294
819897	675	46273		19736	20972	13397	7574	6427		6392	16384	11103	5280	3936		3700	4588	2294	2294
820898	676	46169		19744	20972	13395	7576	6427		6392	16384	11101	5282	3944		3708	4588	2294	2294
821913	677	46475		19744	20972	13396	7575	6427		6392	16384	11102	5281	3944		3708	4588	2294	2294
822927	678	46102		19744	20972	13397	7574	6427		6392	16384	11103	5280	3944		3708	4588	2294	2294
823929	679	45749		19744	20972	13411	7560	6426		6392	16384	11101	5282	3944		3708	4588	2310	2278
824933	680	45737		19744	20972	13396	7575	6426		6392	16384	11102	5281	3944		3708	4588	2294	2294
825934	681	46017		19736	20972	13397	7574	6426		6392	16384	11103	5280	3936		3700	4588	2294	2294
826941	682	45934		19740	20972	13395	7576	6426		6392	16384	11101	5282	3940		3704	4588	2294	2294
827945	683	45731		19744	20972	13397	7574	6426		6392	16384	11103	5280	3944		3708	4588	2294	2294
